BiolayoutID,id_Food,Food Code,Food Name,Description,Group,Group (sub-class),Constant,Energy kJ kJ,Previous,Comments,Description Footnote,LEnergy (kcal) (kcal),LProtein (g),LCarbohydrate (g),LTotal Sugars (g),LStarch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water g,Total nitrogen g,Protein g,Fat g,Carbohydrate g,Energy kcal kcal,Starch g,Oligosaccharide g,Total sugars g,Glucose g,Galactose g,Fructose g,Sucrose g,Maltose g,Lactose g,Alcohol g,NSP g,AOAC fibre g,Satd FA /100g FA g,Satd FA /100g fd g,n-6 poly /100g FA g,n-6 poly /100g food g,n-3 poly /100g FA g,n-3 poly /100g food g,cis-Mono FA /100g FA g,cis-Mono FA /100g Food g,Mono FA/ 100g FA g,Mono FA /100g food g,cis-Polyu FA /100g FA g,cis-Poly FA /100g Food g,Poly FA /100g FA g,Poly FA /100g food g,Sat FA excl Br /100g FA g,Sat FA excl Br /100g food g,Branched chain FA /100g FA g,Branched chain FA /100g food g,ans FAs /100g FA g,ans FAs /100g food g,Cholesterol mg,Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium mg,Potassium mg,Calcium mg,Magnesium mg,Phosphorus mg,Iron mg,Copper mg,Zinc mg,Chloride mg,Manganese mg,Selenium µg,Iodine µg
"Yogurt, low fat, fruit",711,12-380,"Yogurt, low fat, fruit","21 samples, 9 brands, including french set",Milk and milk products ,BN,163,331,12-190 50-257 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts', Food Surveillance Information Sheet No.148.  Cl, I and some vitamin values as 12-190. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,79,4.1,13.1,12.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,78.9,0.66,4.2,1.1,13.7,78,1,0,12.7,0,0.9,1,6.1,0.3,4.4,0,0.2,0.3,0,0.8,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,6,10,0,10,0,0.28,0.03,0.12,0.21,0.1,1,1.1,0,0.3,16,0.33,2.3,1,62,204,140,15,120,0.11,0,0.5,130,0,2,48
"Yogurt, low fat, plain",712,12-379,"Yogurt, low fat, plain","8 samples, 5 brands",Milk and milk products ,BN,161,239,12-188 12-870 50-255 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts' Food Surveillance Information Sheet No.148. Fatty acids as FA Supplement 12-870. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,56,4.7,7.2,6.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0.75,4.8,1,7.5,56,0,0,7.5,0,2.9,0,0,0,4.6,0,0,0,70.66,0.66,2.76,0.03,0.62,0,24.05,0.23,25.91,0.24,3.21,0.03,3.44,0,69.4,0.66,1.26,0.01,2.09,0.02,1.3,8,0,8,0.1,0,0.03,0.12,0.22,0.1,1,1.1,0.01,0.3,18,0.56,1.5,1,63,228,162,16,143,0.08,0.03,0.6,235,0,2,34
"Yogurt, infant, fruit flavour",713,12-378,"Yogurt, infant, fruit flavour","8 samples, 4 brands, no fruit pieces",Milk and milk products ,BN,12903,378,12-903 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts', Food Surveillance Information Sheet No.148. Fats as FA Supplement 12-903, missing inorganics and vitamins estimated from yogurt, whole milk, fruit",,91,3.7,10.6,10,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,0.59,3.8,3.7,11.1,90,0.7,0,10.4,0,0.7,1.5,4.5,0.1,3.6,0,0.1,0,0,2.45,2.4,0.08,0.5,0.02,24.42,0.85,0,0.93,2.62,0.09,0,0.1,70.01,2.45,0.6,0.02,2.15,0.08,3.5,36,0,36,0.1,0.18,0,0.12,0.15,0.1,0.7,0.8,0.01,0.3,10,0.4,1.1,0,46,176,120,12,114,0.21,0.02,0.5,179,0,2,27
"Yogurt, greek style, plain",714,12-376,"Yogurt, greek style, plain","7 Samples, 6 brands, made with whole milk",Milk and milk products ,BN,12194,551,12-194 50-252 12-872 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts' Food Surveillance Information Sheet No.148. Some vitamins estimated from 12-194, fats as FA Supplement 12-872",,133,5.6,4.6,4.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,0.9,5.7,10.2,4.8,133,0.3,0,4.5,0.1,0.9,0,0,0,3.5,0,0,0,0,6.75,2.4,0.23,0.5,0.05,24.42,2.35,0,2.53,2.62,0.25,0,0.28,70.01,6.75,0.6,0.06,2.15,0.21,16.7,115,0,115,0.1,0.38,0,0.12,0.13,0.1,1.5,1.6,0.01,0.2,6,0,0,0,66,184,126,13,138,0.11,0,0.5,159,0,3,39
"Yogurt, twinpot, thick and creamy with fruit",715,12-374,"Yogurt, twinpot, thick and creamy with fruit","11 samples, 8 brands, various flavours",Milk and milk products ,BN,12374,446,,"LGC, Nutritional analysis of foods for pre-school children, 1992, Food Surveillance sheet No. 18, values calculated from 70% yogurt and 30% fruit",,109,4.5,15.7,15.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7,0.71,4.1,3.2,16.2,106,0.6,0,15.6,2.3,0.6,2.2,6.9,0.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,23,0,0.12,0,0.06,0.19,0.2,0.9,1.1,0.08,0,13,0.36,2,2,53,175,130,13,106,0.16,0,0.4,0,0,0,0
"Lassi, sweetened",716,12-373,"Lassi, sweetened",5 samples,Milk and milk products ,BN,12892,263,12-892 ,"LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178. Fats as FA Supplement 12-892","Yakult (fermented skimmed milk drink) contains 1.2g protein, 0.1g fat, 18.0g carbohydrate and 77kcal/322kJ energy per 100ml",63,2.6,11,10.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,0.41,2.6,0.9,11.6,62,0.2,0.2,11.2,0.1,0.7,0.1,2.3,0.1,8.6,0,0,0,0,0.59,1.92,0.02,1.05,0.01,22.19,0.19,0,0.21,2.78,0.02,0,0.03,69.18,0.59,0,0,2.75,0.02,0,9,0,9,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,45,109,92,9,74,0,0,0.3,85,0,0,0
"Fromage frais, virtually fat free, fruit",717,12-372,"Fromage frais, virtually fat free, fruit","11 samples, 6 brands, including strawberry, raspberry, apricot and blackcherry flavour",Milk and milk products ,BN,12160,213,50-241 12-160 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts' Food Surveillance Information Sheet No.148. Fats, inorganics and vitamins estimated from plain and fruit MW5 50-240/MPE 12-160",,50,6.7,5.4,4.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,1.07,6.8,0.2,5.6,50,0.7,0,4.9,0.7,0.2,0.9,0.2,0,2.9,0,0.4,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0.03,0.37,0.1,1.8,1.9,0.07,1.4,15,0,0,0,33,110,87,8,110,0.1,0.01,0.3,89,0,2,0
"Fromage frais, virtually fat free, natural",718,12-371,"Fromage frais, virtually fat free, natural","7 samples, 6 brands",Milk and milk products ,BN,12371,208,12-160 50-241 ,"Campden and Chorleywood FRA, 1998, Nutrient analysis of yoghurts, fromage frais and chilled desserts, Food Surveillance Information Sheet No.148, vitamins and fats estimated from very low fat fromage frais 50-241",,48,7.5,4.4,4.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,1.2,7.7,0.1,4.6,49,0.2,0,4.4,0.2,0.1,0,0,0,4.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0.03,0.37,0.1,1.8,1.9,0.07,1.4,15,0,0,0,37,155,127,12,120,0.06,0.03,0.6,137,0,3,23
"Fromage frais, fruit",719,12-370,"Fromage frais, fruit","7 samples, 4 brands, including strawberry, peach, apricot and raspberry flavour",Milk and milk products ,BN,12159,520,12-159 50-239 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts' Food Surveillance  No.148. fats (calc on fat content basis), inorganics and some vitamins as MPE 12-159. Vitamin K1 Bolton-Smith, Br J Nutr, 83, 2000",,124,5.2,13.3,12.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7,0.83,5.3,5.6,13.9,124,0.6,0,13.3,1.1,0,0.8,8.3,0.1,3,0,0,0,0,3.48,0,0,0,0,0,0,0,1.64,0,0,0,0.19,0,0,0,0,0,0.1,20.3,82,0,82,0,0.01,0.34,0.12,0.13,0.1,1.2,1.3,0.01,0.5,15,0.38,0.6,0,35,110,86,8,110,0.1,0.02,0.4,78,0,3,17
"Fromage frais, plain",720,12-369,"Fromage frais, plain","5 samples, 3 brands",Milk and milk products ,BN,12158,470,12-158 12-871 50-240 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts' Food Surveillance Information Sheet No.148. Fats as FA Supplement 12-871",,113,6,4.2,3.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,81.8,0.96,6.1,8,4.4,113,0.3,0,4.1,0,0.1,0,0,0,4,0,0,0,0,5.53,1.95,0.15,0.33,0.02,22.37,1.69,0,1.8,2.28,0.17,0,0.17,73.18,5.53,0,0,1.51,0.11,8.6,82,0,82,0,0.15,0,0.13,0.2,0.1,1.2,1.3,0.01,0.5,15,0.47,0,0,36,143,110,11,123,0.06,0.03,0.4,137,0,3,17
"Breakfast milk, winter",721,12-323,"Breakfast milk, winter",3 samples,Milk and milk products ,BAB,127,299,12-019 50-195 ,"Data from LGC, Nutrient analysis of ‘other’ milk and cream, 1998, Food Surveillance Information Sheet No. 178",,72,3.1,4.2,4.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5,0.5,3.2,4.7,4.4,72,0,0,4.4,0,0,0,0,0,4.4,0,0,0,73.2,3.25,0,0,0,0,20.79,0.92,23.05,1.02,2.75,0.12,3.19,0.14,0,0,0,0,2.7,0.12,15.7,0,0,0,0.1,0.17,0,0.04,0.22,0.1,0.6,0.6,0.03,0.8,6,0.38,1.9,0,39,131,129,12,106,0,0.01,0.4,100,0.01,1,34
"Breakfast milk, pasteurised, average",722,12-321,"Breakfast milk, pasteurised, average",Fresh pasteurised Channel Island (homogenised) milk. Average of 6 samples of summer and winter milk,Milk and milk products ,BAB,12078,302,12-885 12-078 50-194 ,"Data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178. Fatty acids as FA 12-885",,73,3.5,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,0.56,3.5,4.7,4.3,72,0,0,4.3,0,0,0,0,0,4.3,0,0,0,0,3.02,1.89,0.08,0.73,0.03,22.51,1,0,1.13,2.91,0.13,0,0.16,68.1,3.02,2.05,0.09,3.45,0.15,15.9,35,41,42,0.1,0.17,0,0.04,0.22,0.1,0.6,0.6,0.03,0.8,6,0.38,1.9,1,39,131,129,12,106,0,0.01,0.4,100,0.01,1,29
"Breakfast milk, summer",723,12-322,"Breakfast milk, summer",3 samples,Milk and milk products ,BAB,127,306,12-019 50-195 ,"Data from LGC, Nutrient analysis of ‘other’ milk and cream, 1998, Food Surveillance Information Sheet No. 178",,73,3.8,3.9,3.9,0,0,0,0,0,0,0,0,0.1,0,0,0,0,63,9,0,0,0,82,0,8,0,0,0,0,0,0,0,0,0,0,0,86.7,0.61,3.9,4.7,4.1,73,0,0,4.1,0,0,0,0,0,4.1,0,0,0,67.28,2.99,0,0,0,0,24.41,1.08,27.84,1.24,3.34,0.15,4.1,0.18,0,0,0,0,4.19,0.19,16,70,82,84,0.1,0.17,0,0.04,0.22,0.1,0.6,0.6,0.03,0.8,6,0.38,1.9,1,39,131,129,12,106,0,0.01,0.4,100,0.01,1,24
"Peanuts, plain",724,14-877,"Peanuts, plain","10 samples, kernel only",Nuts and seeds ,GA,835,2341,14-831 14-857 50-987   ,Data as FAN 14-831 with fatty acids from FA 14-857,,579,29.6,11.6,5.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21,0.23,0.37,7.91,0,0,0,6.3,4.73,25.8,46,12.5,564,6.3,0,6.2,0,0,0,6.2,0,0,0,6.2,0,0,8.66,29,12.75,0.8,0.35,50.1,22.03,0,22.03,29.8,13.1,0,13.1,19.7,8.66,0,0,0,0,0,0,0,0,0,10.09,0,1.14,0.1,13.8,5.5,19.3,0.59,0,110,2.66,72,0,2,670,60,210,430,2.5,1.02,3.5,7,2.1,3,20
Tahini paste,725,14-847,Tahini paste,Ref.  McCarthy and Matthews (1984) and calculation from 14-844,Nuts and seeds ,GA,50996,2508,50-996 ,As FAN 14-847,,621,21.8,0.9,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.25,0,0.29,23.17,0,0,0,3.1,3.49,18.5,58.9,0.9,607,0.5,0,0.4,0.1,0,0.1,0.2,0,0,0,8,0,0,8.4,0,0,0,0,0,0,0,22,0,0,0,25.8,0,0,0,0,0,0,0,0,6,1,0,2.57,0,0.94,0.17,5.1,4.1,0,0.76,0,99,2.17,11,0,20,580,680,380,730,10.6,1.48,5.4,10,1.5,0,0
Trail mix,726,14-849,Trail mix,10 samples; mix of nuts and dried fruit,Nuts and seeds ,GA,51041,1804,50-1041 ,As FAN 14-849,,437,9.1,36.1,17.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,4.25,0,0,2.87,0,0,0,8.9,1.45,9.1,28.5,37.2,432,0.1,0,37.1,17.3,0,16.1,3.4,0.4,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,0,4.53,0,0.23,0.09,2,1.5,0,0,0,25,0,0,0,27,620,69,110,210,3.7,0.55,1.5,0,1.6,0,0
Almonds,727,14-870,Almonds,"10 blanched samples, flaked and ground",Nuts and seeds ,GA,822,2534,14-801 14-855 50-972 ,"Data from FAN 14-801and FA Supplement 14-855, with selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006",,630,25.4,6.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.77,0.26,0,0.81,0,0,0,4.2,4.07,21.1,55.8,6.9,612,2.7,0,4.2,0,0,0,4.2,0,0,0,7.4,0,0,4.43,19.1,10.19,0.5,0.27,71.6,38.19,0,38.19,19.6,10.46,0,10.46,8.3,4.43,0,0,0,0,0,0,0,0,0,23.98,0,0.21,0.75,3.1,3.4,6.5,0.15,0,48,0.44,64,0,14,780,240,270,550,3,1,3.2,18,1.7,2,2
Brazil nuts,728,14-871,Brazil nuts,"10 samples, kernel only",Nuts and seeds ,GA,826,2816,14-808 14-856 50-974 ,"Data from FAN 18-808 and FA Supplement 14-856, with selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006",,691,16.3,2.9,2.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0.15,0.17,13.87,0,0,0,2.8,2.61,14.3,68.2,3.1,683,0.7,0,2.4,0,0,0,2.4,0,0,0,4.3,0,0,17.41,39,25.43,0,0,34.3,22.36,0,22.36,39,25.43,0,25.43,26.7,17.41,0,0,0,0,0,0,0,0,0,7.18,0,0.67,0.03,0.3,3,3.3,0.31,0,21,0.41,11,0,3,660,170,410,590,2.5,1.76,4.2,57,1.2,254,20
"Coconut, creamed block",729,14-872,"Coconut, creamed block","7 samples, 2 brands; block of dried kernel",Nuts and seeds ,GA,50978,2760,14-817 50-978 ,Data as FAN 14-817 with selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006,,674,7.1,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0.57,0,0,0,2.5,1.14,6,68.8,7,669,0,0,7,0,0,0.1,6.9,0,0,0,0,0,0,59.3,0,0,0,0,0,0,0,3.9,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.03,0.05,0.9,1.2,2.1,0,0,9,0.5,0,0,30,650,23,73,170,3.7,0.56,0.9,190,1.8,12,2
"Coconut, desiccated",730,14-873,"Coconut, desiccated",Analytical and literature sources,Nuts and seeds ,GA,834,2492,14-818 50-979 ,Data as FAN 14-818 with selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006,,609,6.6,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0.52,0,0,0,2.3,1.05,5.6,62,6.4,604,0,0,6.4,0,0,0.8,5.6,0,0,0,13.7,0,0,53.4,0,0,0,0,0,0,0,3.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.03,0.05,0.9,1.1,2,0.09,0,9,0.5,0,0,28,660,23,90,160,3.6,0.55,0.9,200,1.8,12,3
Hazelnuts,731,14-874,Hazelnuts,"10 samples, kernel only",Nuts and seeds ,GA,830,2685,14-821 14-869 50-980  ,"Data as FAN 14-821, fatty acids from FA Supplement 14-869, with selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006",,661,16.6,5.6,3.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0.8,0.22,4.33,0,0,0,4.6,2.66,14.1,63.5,6,650,2,0,4,0.2,0,0.1,3.7,0,0,0,6.5,0,0,4.55,10.7,6.5,0.2,0.12,81.1,49.23,0,49.23,10.9,6.62,0,6.62,7.5,4.55,0,0,0,0,0,0,0,0,0,24.98,0,0.43,0.16,1.1,4,5.1,0.59,0,72,1.51,76,0,6,730,140,160,300,3.2,1.23,2.1,18,4.9,2,17
Sunflower seeds,732,14-845,Sunflower seeds,Analysis and literature sources,Nuts and seeds ,GA,50995,2410,50-995 14-859 ,As FAN 14-845 with fatty acids from 14-859,,589,23.4,17,1.6,14.8,0,0,222.5,21.6,0,140.4,0,20.9,23.8,0,0,15.8,0,0,0,0,0,15,0,0,0,0,0,0,37.2,1.2,0.34,0.92,0,0,0,4.4,3.74,19.8,47.5,18.6,581,16.3,0,1.7,0,0,0,1.7,0,0,0,6,0,0,6.58,61.8,28.06,0.2,0.09,23.5,10.67,0,10.67,62,28.15,0,28.15,14.5,6.58,0,0,0,0,0,0,15,3,0,37.77,0,1.6,0.19,4.1,5,0,0,0,0,0,0,0,3,710,110,390,640,6.4,2.27,5.1,0,2.2,49,0
"Peanut butter, smooth",733,14-876,"Peanut butter, smooth","10 samples, 3 brands",Nuts and seeds ,GA,838,2514,14-829 14-865 50-986 ,Data from FAN 14-829 with fatty acids from FA 14-865,,619,26.1,12.2,6.4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,2.9,0,0,0,1.1,4.17,22.8,51.8,13.1,607,6.4,0,6.7,0,0,0,6.7,0,0,0,5.4,0,0,12.78,34,16.84,0,0,38.4,19.02,0,19.91,34,16.84,0,16.84,25.8,12.78,0,0,1.8,0.89,0,0,0,0,0,4.99,0,0.17,0.09,12.5,4.9,17.4,0.58,0,53,1.56,94,0,350,700,37,180,330,2.1,0.7,3,500,1.7,3,0
"Peanuts, dry roasted",734,14-878,"Peanuts, dry roasted","10 samples, 5 brands",Nuts and seeds ,GA,50989,2444,14-833 50-989 ,"Data as FAN 14-833 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,604,29.4,9.5,3.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.7,0.18,0.53,3.3,0,0,0,1.8,4.71,25.7,49.8,10.3,590,6.5,0,3.8,0,0,0,3.8,0,0,0,6.4,0,0,8.9,0,0,0,0,0,0,0,22.8,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,1.11,0.31,0.18,0.13,13.1,5.5,18.6,0.54,0,44,1.59,130,0,790,730,52,190,420,2.1,0.64,3.3,1140,2.2,3,19
Walnuts,735,14-879,Walnuts,"10 samples, kernel only",Nuts and seeds ,GA,839,2837,14-850 14-860 50-997  ,Data as FAN 14-850 with fatty acids from FA Supplement 14-860. Selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006,,698,17.3,3.1,2.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.09,2.29,24.46,0,0,0,2.8,2.77,14.7,68.5,3.3,688,0.7,0,2.6,0.2,0,0.2,2.2,0,0,0,3.5,0,0,7.47,61,39.29,11.4,7.47,16.3,10.67,0,10.67,71.4,46.76,0,46.76,11.4,7.47,0,0,0,0,0,0,0,0,0,3.83,0,0.4,0.14,1.2,2.8,4,0.67,0,66,1.6,19,0,7,450,94,160,380,2.9,1.34,2.7,24,3.4,3,9
"Almonds, weighed with shells",736,14-883,"Almonds, weighed with shells",Calculated from 14-870,Nuts and seeds ,GA,823,935,14-802 50-973 ,As FAN 14-802,,233,9.4,2.3,1.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79,0.1,0,0.3,0,0,0,1.5,1.51,7.8,20.6,2.5,229,1,0,1.5,0,0,0,1.5,0,0,0,2.7,0,0,1.7,0,0,0,0,0,0,0,12.7,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0.08,0.28,1.1,1.3,0,0.05,0,18,0.16,24,0,5,290,89,100,200,1.1,0.37,1.2,7,0.6,1,1
"Hazelnuts, weighed with shells",737,14-885,"Hazelnuts, weighed with shells",Calculated from 14-874,Nuts and seeds ,GA,831,1020,14-822 50-981 ,As FAN 14-822 with selenium calculated from SAC 94 and fatty acid fractions calc from FA 14-869,,251,6.3,2.2,1.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0.3,0.08,1.65,0,0,0,1.7,1.01,5.4,24.1,2.3,247,0.8,0,1.5,0.1,0,0,1.4,0,0,0,2.5,0,0,1.73,0,0,0,0,0,0,0,18.71,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,9.49,0,0.16,0.06,0.4,1.5,0,0.22,0,27,0.57,29,0,2,280,53,61,110,1.2,0.47,0.8,7,1.9,1,6
"Peanuts, plain, weighed with shells",738,14-886,"Peanuts, plain, weighed with shells",Calculated from 14-877,Nuts and seeds ,GA,836,1615,14-832 50-988 ,"As FAN 14-832, with fatty acid fractions calculated from FA 14-857",,400,20.4,8,4.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,0.16,0.25,5.46,0,0,0,4.3,3.26,17.7,31.8,8.6,389,4.3,0,4.3,0,0,0,4.3,0,0,0,4.3,0,0,5.98,0,0,0,0,0,0,0,15.2,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,6.97,0,0.79,0.07,9.5,3.8,0,0.41,0,76,1.83,49.7,0,1,460,41,140,300,1.7,0.7,2.4,5,1.4,2,14
"Walnuts, weighed with shells",739,14-887,"Walnuts, weighed with shells",Calculated from 14-879,Nuts and seeds ,GA,840,1217,14-851 50-998 ,As FAN 14-851 with fatty acids calculated from 14-879. Selenium calculated from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006,,300,7.4,1.3,1.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.04,10.52,0.98,0,0,0,1.2,1.19,6.3,29.4,1.4,295,0.3,0,1.1,0.1,0,0.1,0.9,0,0,0,1.5,0,0,3.21,0,0,0,0,0,0,0,4.59,0,0,0,20.11,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0.17,0.06,0.5,1.2,0,0.29,0,28,0.69,8,0,3,190,40,69,160,1.2,0.58,1.2,10,1.5,1,4
"Marzipan, retail",740,14-875,"Marzipan, retail","10 samples, white and yellow",Nuts and seeds ,GA,854,1642,14-825 14-861 50-984  ,Data as FAN 14-825 with fatty acids from FA Supplement 14-861,,398,6.4,64.6,64.6,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0.07,0,0.21,0,0,0,8.1,1.02,5.3,12.7,67.6,389,0,0,67.6,2.7,0,1.1,62.2,1.6,0,0,1.9,0,0,1.03,25.7,3.12,0.1,0.01,65.8,7.99,0,7.99,25.8,3.13,0,3.13,8.5,1.03,0,0,0,0,0,0,0,0,0,6.18,0,0.05,0.19,0.7,0.9,1.6,0.04,0,12,0.11,16,0,20,160,66,68,130,0.9,0.24,0.8,23,0.4,1,0
"Coconut, fresh",741,14-816,"Coconut, fresh","Flesh from kernel, no shell",Nuts and seeds ,GA,832,1446,14-868 ,As FAN 14-806 with fatty acids from 14-868,,353,3.8,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,45,0.61,3.2,36,3.7,351,0,0,3.7,0,0,0,3.7,0,0,0,7.3,0,0,31.39,1.8,0.62,0,0,7,2.41,0,2.41,1.8,0.62,0,0.62,91.2,31.39,0,0,0,0,0,0,0,0,0,0.73,0,0.04,0.01,0.5,0.6,0,0.05,0,26,0.3,0,3,17,370,13,41,94,2.1,0.32,0.5,110,1,1,1
